stationid	stationname	province	latitude	longitude	start_dt	end_dt
2786	RED EARTH RS	AB	56.63	-115.12	1983-07-01	1990-07-31
2787	RED EARTH	AB	56.55	-115.37	1973-07-15	1973-11-30
2788	RED EARTH LO	AB	56.67	-115.12	1959-04-16	2011-08-30
2789	RYCROFT	AB	55.75	-118.78	1931-02-01	1978-01-31
2792	SEAFORTH LO	AB	57.23	-113.35	1961-04-11	1969-08-31
2797	SNUFF MOUNTAIN LO	AB	54.68	-117.53	1953-05-11	2011-09-28
2800	STEEN LO	AB	59.63	-117.78	1964-06-01	2011-08-17
2801	STEEN RIVER RS	AB	59.63	-117.17	1962-05-06	1997-07-31
2802	STEEPHILL CREEK	AB	58.02	-116.58	1980-10-08	1983-04-30
2804	TALBOT LAKE LO	AB	57.33	-115.67	1964-05-01	2011-08-15
2805	TANGENT	AB	55.85	-117.68	1970-06-01	1974-03-31
2807	THREE CREEKS RS	AB	56.37	-117.0	1968-04-22	1972-09-30
2815	WANHAM CDA	AB	55.78	-118.38	1955-01-01	1996-03-31
2820	WHITELAW	AB	56.12	-118.08	1980-11-01	1981-06-30
2822	WHITEMUD GRAZING	AB	56.57	-118.0	1967-11-01	1970-10-31
2823	WHITEMUD LO	AB	56.43	-118.02	1954-06-01	2011-09-28
2824	WHITESAND LO	AB	59.43	-114.9	1968-06-01	1996-07-31
2840	ALIDA	SK	49.45	-101.8	1989-09-01	2004-03-31
2844	AVONLEA EXP ST	SK	50.02	-105.05	1951-12-01	1955-07-31
2845	AYLESBURY	SK	50.93	-105.7	1973-05-22	1980-01-31
2846	AYLESBURY CDA EPF	SK	51.0	-105.67	1951-07-01	1962-08-31
2849	BECHARD	SK	50.05	-104.22	1974-05-08	1982-01-31
2857	BUCHANAN	SK	51.72	-102.73	1954-01-13	1958-08-31
2858	BUCHANAN	SK	51.72	-102.83	1965-03-01	1970-05-31
2862	CANORA	SK	51.63	-102.38	1965-07-01	1984-07-31
2865	CARNDUFF	SK	49.22	-101.75	1962-06-13	2007-11-30
2866	CARON	SK	50.45	-105.87	1915-01-01	1984-10-31
2873	CREELMAN	SK	49.8	-103.25	1954-05-26	1968-06-30
2879	DAVIDSON	SK	51.27	-105.98	1922-06-01	2005-10-31
2880	DAVIN	SK	50.38	-104.1	1951-05-06	1969-12-31
2881	DAVIN 2	SK	50.37	-104.18	1951-09-01	1967-04-30
2882	DAVIN 3	SK	50.4	-104.18	1954-05-01	1986-08-31
2883	DAVIN 4	SK	50.37	-104.2	1954-05-01	1978-10-31
2889	DUFF	SK	50.87	-103.08	1960-05-07	1960-09-30
2892	EDGELEY	SK	50.6	-104.03	1958-08-01	1975-03-31
2909	GLASNEVIN	SK	49.48	-105.03	1973-05-18	1974-07-31
2910	GLEN MORAY	SK	50.77	-104.93	1961-11-05	1963-07-31
2914	GUERNSEY	SK	51.78	-105.28	1973-06-20	1993-10-31
2915	GUERNSEY CDA EPF	SK	51.82	-105.23	1951-05-01	1965-07-31
2918	HEWARD	SK	49.75	-103.15	1971-08-01	1985-12-31
2932	KHEDIVE	SK	49.6	-104.5	1961-06-01	1969-07-31
2946	LEROSS	SK	51.3	-103.87	1940-03-01	1961-03-31
2947	LEROY	SK	52.0	-104.63	1980-06-01	2023-03-07
2953	LUMSDEN	SK	50.65	-104.87	1922-06-01	1994-07-31
2954	LUMSDEN 2	SK	50.6	-104.97	1953-05-01	1969-03-31
2955	LUMSDEN 3	SK	50.6	-104.93	1968-06-01	1996-06-30
2961	MARYFIELD	SK	49.83	-101.52	1970-06-26	2005-05-08
2965	MONTMARTRE	SK	50.25	-103.47	1986-07-01	2001-05-31
2966	MONTMARTRE	SK	50.12	-103.55	1971-08-01	1975-10-31
2984	PARKERVIEW	SK	51.4	-103.27	1979-11-01	2022-07-13
2985	PASQUA	SK	50.33	-105.35	1954-05-01	1968-09-30
2988	PENZANCE	SK	51.08	-105.43	1976-04-01	1980-06-30
2989	PREECEVILLE	SK	51.95	-102.65	1970-05-12	1992-10-31
3020	SEDLEY	SK	50.17	-104.18	1937-10-01	1961-08-31
3021	SEDLEY	SK	50.12	-104.1	1982-08-01	1998-02-28
3026	SPY HILL	SK	50.62	-101.55	1971-09-01	1977-08-31
3031	SUMMERBERRY	SK	50.48	-103.07	1973-11-01	1982-02-28
3036	TRIBUNE	SK	49.25	-103.83	1937-06-01	1962-12-31
3039	TYVAN	SK	50.0	-103.68	1985-09-01	1985-10-31
3042	WAPELLA	SK	50.18	-102.13	1971-08-01	1982-05-31
3043	WAPELLA NEWFINLAND	SK	50.45	-101.93	1979-11-01	2006-07-31
3044	WAPELLA PIPESTONE	SK	50.13	-102.05	1982-08-01	1995-07-31
3045	WARMLEY	SK	49.82	-102.67	1973-05-17	1977-06-30
3052	WHITEWOOD	SK	50.35	-102.27	1902-05-01	2008-03-31
3066	ABBEY	SK	50.7	-108.78	1956-05-01	2008-01-31
3071	BEECHY	SK	50.83	-107.31	1926-01-01	2023-03-07
3075	BLUMENHOF	SK	50.03	-107.77	1986-05-01	1991-04-30
3076	CABRI	SK	50.52	-108.45	1964-10-01	1975-03-31
3077	CADILLAC	SK	49.72	-107.75	1923-02-14	1987-02-28
3078	CARMICHAEL	SK	50.05	-108.65	1953-06-01	1971-03-31
3079	CARMICHAEL EXP ST	SK	50.05	-108.65	1951-01-01	1954-12-31
3080	CHAPLIN	SK	50.47	-106.65	1883-10-01	1995-09-30
3092	ELROSE	SK	51.13	-108.03	1973-11-20	2006-04-30
3096	GARDEN HEAD	SK	49.82	-108.57	1911-03-30	1972-11-30
3098	GLENTWORTH	SK	49.45	-106.67	1973-05-17	1976-02-29
3102	GULL LAKE	SK	50.27	-108.55	1971-08-01	1977-03-31
3103	GULL LAKE CDA EPF	SK	49.95	-108.47	1956-01-01	1991-10-31
3106	HERBERT 2	SK	50.47	-107.27	1984-11-01	2004-12-31
3107	HIGH POINT	SK	50.98	-107.94	1928-11-01	2006-09-30
3115	KLINTONEL	SK	49.68	-108.92	1910-05-01	1994-01-31
3142	ROCK POINT	SK	51.15	-107.26	1973-05-22	2023-03-07
3160	WAPASHOE	SK	50.07	-109.38	1914-01-01	1960-02-29
3170	CONSUL	SK	49.3	-109.52	1921-12-01	1970-09-30
3171	CONSUL	SK	49.3	-109.48	1951-01-01	1989-11-30
3181	FORT WALSH	SK	49.47	-109.57	1952-07-13	1957-11-30
3186	MANKOTA	SK	49.1	-107.02	2012-11-07	2023-03-08
3187	MANKOTA 2	SK	49.0	-106.95	1971-07-01	1984-01-31
3193	ROCKGLEN (AUT)	SK	49.17	-105.98	1970-12-08	2023-03-08
3201	WEST POPLAR RIVER	SK	49.0	-106.38	1956-10-01	2002-06-17
3211	BIGGAR	SK	52.07	-107.98	1917-04-01	2005-03-31
3213	CANDO	SK	52.4	-108.12	1970-08-01	1971-09-30
3214	CANDO	SK	52.4	-108.27	1984-07-01	1999-06-30
3216	DENZIL	SK	52.3	-109.58	1959-12-15	1986-06-30
3217	EDAM	SK	53.18	-108.77	1985-10-01	1998-03-31
3219	GLASLYN CDA EPF	SK	53.33	-108.27	1909-01-01	1979-05-31
3220	GLASLYN CDA	SK	53.32	-108.68	1981-06-01	1981-10-31
3221	GLASLYN 2	SK	53.42	-108.13	1983-06-01	1990-03-31
3222	GLENBUSH	SK	53.23	-108.0	1951-07-01	1971-06-30
3223	GLENBUSH	SK	53.1	-108.03	1974-11-01	1985-04-30
3224	HERSCHEL	SK	51.68	-108.3	1958-09-13	1966-10-31
3225	HERSCHEL	SK	51.63	-108.37	1984-11-01	1987-02-28
3242	MEDSTEAD	SK	53.35	-108.03	1990-09-01	2008-03-31
3253	RUTHILDA	SK	51.9	-108.52	1941-04-13	1966-07-31
3255	ST WALBURG	SK	53.63	-109.22	1912-06-01	1973-10-31
3256	ST WALBURG	SK	53.72	-109.15	1983-02-01	1994-10-31
3259	SCOTT CDA	SK	52.36	-108.83	1997-01-01	2023-03-08
3261	SONNINGDALE	SK	52.32	-107.77	1984-11-01	2023-02-26
3264	SPRUCE LAKE	SK	53.53	-109.08	1955-11-01	1971-06-30
3268	UNITY	SK	52.42	-109.08	1956-09-01	1966-11-30
3269	UNITY SOUTH	SK	52.23	-109.2	1986-10-02	2005-03-31
3272	ABERDEEN	SK	52.4	-106.17	1987-11-01	1991-09-30
3282	CONQUEST	SK	51.52	-107.25	1951-02-01	1964-06-30
3292	GLENSIDE	SK	51.47	-106.83	1971-02-01	1993-08-31
3294	HAFFORD	SK	52.72	-107.37	1951-05-01	1993-12-31
3295	HAGUE	SK	52.5	-106.48	1970-06-23	1989-04-30
3297	HARRIS	SK	51.73	-107.58	1922-06-01	2006-03-31
3309	MARTENSVILLE	SK	52.33	-106.67	1981-04-01	1992-10-31
3319	PARKSIDE CDA EPF	SK	53.23	-106.58	1929-05-30	1974-04-30
3351	BIG RIVER	SK	53.83	-107.03	1957-01-02	1998-11-30
3352	BIG RIVER EXP ST	SK	53.85	-107.0	1951-06-01	1956-11-30
3355	BUFFALO NARROWS	SK	55.87	-108.48	1962-01-01	1968-06-30
3356	BUFFALO NARROWS	SK	55.85	-108.47	1968-07-01	1979-10-31
3357	BUFFALO NARROWS A	SK	55.83	-108.43	1979-11-01	2012-11-15
3360	CLUFF LAKE	SK	58.37	-109.52	1980-12-01	1999-04-30
3362	CONTACT LAKE	SK	55.43	-104.87	1954-03-22	1956-09-27
3363	CREE LAKE 2	SK	57.38	-106.67	1962-05-01	1969-11-30
3364	CREE LAKE	SK	57.35	-107.13	1969-12-13	1996-08-26
3374	ILE A LA CROSSE	SK	55.45	-107.87	1962-01-01	1982-12-30
3375	ISLAND FALLS	SK	55.53	-102.35	1929-09-01	2004-09-30
3376	ISLAND FALLS 2	SK	55.58	-102.43	1938-04-01	1951-12-31
3377	KEY LAKE	SK	57.25	-105.62	1976-10-20	2018-09-29
3381	LA RONGE A	SK	55.15	-105.27	1959-06-16	2013-10-09
3382	LEOVILLE	SK	53.55	-107.57	1963-09-13	1969-10-31
3386	MEADOW LAKE A	SK	54.13	-108.52	1977-08-16	2013-12-11
3387	MEADOW LAKE 2	SK	54.13	-108.43	1923-10-01	1967-07-31
3403	WHITESAND DAM	SK	56.23	-103.15	1937-12-01	2004-09-30
3407	AYLSHAM	SK	53.2	-103.8	1968-05-01	2005-04-03
3409	CHOICELAND	SK	53.5	-104.48	1948-12-01	1994-03-31
3411	CONNELL CREEK EXP ST	SK	53.15	-103.32	1951-05-10	1959-06-30
3417	DESCHAMBAULT LAKE	SK	54.67	-103.4	1989-10-01	1989-11-30
3426	SNOWDEN CDA EPF	SK	53.53	-104.68	1951-01-01	1968-12-31
3427	SQUAW RAPIDS	SK	53.7	-103.35	1966-07-11	1967-06-30
3432	ARMIT	SK	52.83	-101.78	1958-09-01	1994-10-31
3451	PORCUPINE PLAIN	SK	52.65	-103.15	1953-01-01	1995-08-31
3452	PORCUPINE PLAIN 2	SK	52.6	-103.25	1953-02-01	1964-12-31
3453	PORCUPINE PLAIN 3	SK	52.75	-103.2	1954-01-01	1954-06-30
3454	PRAIRIE RIVER	SK	52.87	-102.98	1956-05-01	1982-07-31
3455	SOMME CDA EPF	SK	52.62	-103.02	1953-05-01	1983-04-30
3464	BEDE	MB	49.37	-100.93	1956-10-01	1977-07-31
3471	BRANDON A	MB	49.91	-99.95	1958-01-01	2012-12-05
3472	BRANDON CDA	MB	49.87	-99.98	1890-01-01	2010-03-11
3473	BRANDON SOUTH	MB	49.82	-99.95	1972-05-01	1975-09-30
3474	BRANDON #1 WINTER BAY	MB	49.83	-99.98	1987-07-01	2002-04-30
3475	CARROLL 2W	MB	49.6	-100.07	1973-09-01	1975-04-30
3480	CARROLL	MB	49.55	-100.0	1969-11-01	1984-07-31
3489	FAIRFAX	MB	49.42	-100.13	1987-09-01	1990-11-30
3492	GLENBORO	MB	49.57	-99.33	1970-06-01	1992-09-30
3499	HARTNEY	MB	49.45	-100.52	1973-09-01	1973-10-31
3500	HARTNEY	MB	49.5	-100.53	1979-05-01	1984-10-31
3504	LYLETON	MB	49.05	-101.18	1951-01-01	1983-06-30
3507	MEDORA	MB	49.25	-100.7	1965-08-21	1968-11-30
3512	OLHA	MB	50.67	-100.55	1966-11-01	1995-01-31
3537	SANDY LAKE	MB	50.5	-100.1	1973-05-15	2005-03-31
3539	SHILO	MB	49.78	-99.64	1954-07-01	1970-06-30
3541	SHOAL LAKE	MB	50.48	-100.72	1966-11-01	1977-10-31
3542	SHOAL LAKE	MB	50.45	-100.58	1978-05-01	1983-10-31
3544	SOMERSET	MB	49.45	-98.62	1970-05-20	1998-01-31
3567	WINNIPEG MCPHILLIPS SLEDGE BEDS	MB	49.82	-97.12	1989-05-03	1992-08-31
3568	WINNIPEG HURST RESERVOIR	MB	49.85	-97.18	1989-05-03	1990-08-31
3570	CARMAN 3	MB	49.52	-97.95	1984-09-02	1987-08-31
3582	CARMAN	MB	49.43	-98.15	1964-07-01	2014-12-25
3583	CARMAN 2	MB	49.52	-98.0	1885-04-01	1981-10-31
3587	DARLINGFORD	MB	49.12	-98.27	1980-05-01	1981-12-31
3588	DARLINGFORD NORTH	MB	49.15	-98.27	1980-10-01	1983-10-31
3592	DUFROST	MB	49.37	-97.05	1968-11-01	1971-08-31
3593	DUGALD	MB	49.87	-96.82	1962-06-09	1988-03-31
3595	EMERSON	MB	49.03	-97.18	1877-07-01	1997-07-31
3596	FANNYSTELLE	MB	49.8	-97.87	1969-05-01	2004-09-30
3598	MANITOU NORTH	MB	49.27	-98.52	1981-09-01	1981-09-30
3599	GLENLEA	MB	49.65	-97.12	1967-04-11	2002-09-30
3600	GLENORA	MB	49.27	-99.18	1962-04-20	1966-12-31
3607	GUNTON HATCHERY	MB	50.28	-97.17	1979-11-01	1996-03-31
3610	HOMEWOOD	MB	49.53	-97.87	1962-05-18	1965-07-31
3611	KILLARNEY	MB	49.18	-99.65	1969-11-01	2008-01-31
3613	LETELLIER	MB	49.13	-97.3	1967-05-01	1974-06-30
3614	MANITOU STRANGE	MB	49.25	-98.52	1981-08-01	2006-02-28
3615	MANITOU	MB	49.27	-98.48	1970-05-19	1981-07-31
3635	SNOWFLAKE 4NE	MB	49.08	-98.65	1987-09-01	1995-10-31
3651	PINEY	MB	49.08	-95.98	1959-08-01	1964-08-31
3652	PINEY	MB	49.03	-96.01	1980-09-01	2012-06-18
3656	ROLAND	MB	49.42	-98.0	1951-09-01	1980-09-30
3671	SNOWFLAKE	MB	49.07	-98.65	1987-09-01	2011-05-30
3675	STEINBACH	MB	49.53	-96.77	1956-01-20	2005-03-31
3687	WARREN	MB	50.13	-97.63	1924-05-01	1991-10-31
3688	WHITEMOUTH LAKE	MB	49.28	-95.75	1972-09-01	1981-10-31
3694	WINNIPEG FORT WHYTE	MB	49.82	-97.23	1985-10-01	1988-03-31
3698	WINNIPEG RICHARDSON INTL A	MB	49.92	-97.23	1953-01-01	2008-07-24
3699	WINNIPEG PERTH	MB	49.92	-97.13	1960-08-01	1960-10-31
3700	WINNIPEG ST BONIFACE	MB	49.88	-97.1	1955-05-04	1959-11-30
3701	WINNIPEG ST BONIFACE WW	MB	49.88	-97.1	1960-06-16	1981-07-31
3702	WINNIPEG ST JAMES	MB	49.88	-97.27	1955-04-01	1956-10-31
3704	WINNIPEG SHERBROOK ST	MB	49.88	-97.15	1955-04-19	1963-11-30
3705	WINNIPEG SHERBURN ST	MB	49.9	-97.18	1955-04-19	1957-08-31
3706	WINNIPEG STP	MB	49.95	-97.1	1960-06-11	1989-12-31
3707	WINNIPEG TRANSCONA	MB	49.92	-97.02	1967-07-22	1968-11-30
3708	WINNIPEG U OF MANITOBA	MB	49.85	-97.25	1939-06-01	1949-04-30
3709	WINNIPEG U OF MANITOBA	MB	49.8	-97.13	1961-05-10	1968-12-31
3710	WINNIPEG WINDSOR GOLF COURSE	MB	49.87	-97.08	1989-05-03	1992-08-31
3711	WINNIPEG W KILDONAN	MB	49.92	-97.13	1955-04-17	1955-10-31
3714	NORTH JULIUS	MB	50.07	-96.18	1986-11-01	1992-09-30
3724	BRAINTREE 1	MB	49.63	-95.57	1983-11-01	1984-11-30
3725	BRAINTREE 2	MB	49.6	-95.62	1983-11-01	1995-02-28
3731	FALCON LAKE TCPL 45	MB	49.68	-95.37	1969-12-01	1997-09-30
3740	GRAND RAPIDS	MB	53.18	-99.27	1970-08-15	1979-05-15
3741	GRAND RAPIDS HYDRO	MB	53.16	-99.28	1966-02-01	2019-06-04
3752	PINE DOCK	MB	51.63	-96.8	1966-08-09	1997-09-30
3753	PINE FALLS	MB	50.57	-96.22	1959-11-14	1994-10-31
3761	SPRUCE TCPL 43	MB	49.65	-96.17	1969-11-01	1983-01-31
3763	GYPSUMVILLE	MB	51.77	-98.63	1985-02-01	1991-07-31
3768	FORK RIVER NORTH	MB	51.57	-99.98	1982-07-01	2002-04-30
3776	BIG VALLEY	MB	50.47	-99.45	1977-08-01	1978-06-30
3779	DAUPHIN	MB	51.15	-100.03	1890-01-17	1997-05-31
3780	DAUPHIN A	MB	51.1	-100.05	1953-01-01	2010-07-29
3781	DAUPHIN NORTH	MB	51.17	-100.03	1983-02-01	1985-05-31
3782	DAUPHIN SOUTH	MB	51.02	-100.07	1985-06-01	1987-03-31
3786	EDDYSTONE	MB	51.08	-99.15	1971-09-01	1971-10-31
3791	FAIRFORD	MB	51.58	-98.67	1973-12-01	1975-06-30
3792	FORK RIVER	MB	51.52	-100.02	1982-07-01	2001-07-31
3802	GYPSUMVILLE	MB	51.67	-98.73	1966-01-25	1980-04-30
3803	GYPSUMVILLE 2	MB	51.73	-98.67	1959-12-01	1966-09-30
3804	GYPSUMVILLE EAST	MB	51.73	-98.53	1982-06-01	1982-09-30
3805	GYPSUMVILLE OLENDER	MB	51.77	-98.63	1982-05-13	1984-06-30
3806	KATRIME EXP ST	MB	50.08	-98.68	1951-01-01	1960-12-31
3810	LAKE DAUPHIN	MB	51.2	-99.55	1984-10-01	1989-10-31
3811	LAKELAND	MB	50.27	-98.67	1970-07-16	1975-06-30
3812	LAKE MANITOBA NARROWS	MB	51.08	-98.78	1977-12-08	1978-02-28
3814	LENSWOOD EXP ST	MB	52.53	-101.0	1951-01-01	1958-12-31
3815	LUNDAR	MB	50.75	-97.93	1969-06-19	2000-01-31
3816	LUNDAR 4SW	MB	50.65	-98.1	1970-07-10	1988-09-30
3823	MEADOW PORTAGE	MB	51.72	-99.55	1970-09-15	1988-01-31
3827	MOUNTAIN GAP	MB	51.13	-100.75	1977-07-01	1977-08-31
3836	PINE RIVER	MB	51.72	-100.32	1963-10-01	1967-09-30
3837	PINE RIVER	MB	51.77	-100.32	1970-06-01	1984-04-30
3838	PINE RIVER	MB	51.8	-100.57	1981-11-01	2002-05-31
3847	SIDNEY	MB	49.9	-99.08	1989-09-01	1990-02-28
3848	STEEP ROCK	MB	51.45	-98.8	1960-02-22	2001-03-31
3854	WINNIPEGOSIS	MB	51.65	-99.93	1982-07-01	2007-07-31
3856	CRANBERRY PORTAGE	MB	54.62	-101.35	1957-10-01	1963-12-31
3860	NAMEW LAKE	MB	54.22	-101.78	1986-12-01	1991-05-31
3862	PASQUIA PROJECT	MB	53.72	-101.53	1956-06-01	2005-03-31
3866	WANLESS	MB	54.18	-101.37	1935-09-01	1995-12-31
3871	CHURCHILL A	MB	58.74	-94.07	1953-01-01	2008-07-24
3873	CONLIN LAKE WABOWDEN	MB	54.83	-98.67	1977-10-01	1978-04-30
3876	DENBEIGH POINT	MB	55.4	-99.78	1990-02-01	1990-02-28
3880	ISLAND LAKE A	MB	53.85	-94.65	1970-12-01	2015-01-15
3892	OXFORD HOUSE A	MB	54.77	-95.27	1985-10-01	1985-12-31
3898	RUTTAN LAKE	MB	56.62	-99.62	1971-07-01	1972-09-30
3899	RUTTAN LAKE	MB	56.48	-99.65	1973-12-01	1991-05-31
3901	SNOW LAKE	MB	54.88	-100.03	1983-02-01	1998-06-30
3908	THOMPSON ZOO	MB	55.75	-97.87	1990-06-01	2013-06-10
3914	BIG TROUT LAKE	ON	53.83	-89.87	1953-01-01	1992-10-31
3923	RED LAKE A	ON	51.07	-93.79	1953-01-01	2012-05-09
3924	RED LAKE FORESTRY	ON	51.07	-93.82	1959-05-01	1960-09-30
3927	EMO HOSKINS	ON	48.75	-93.85	1978-12-01	1993-04-30
3928	EMO RADBOURNE	ON	48.68	-93.83	1978-12-01	2002-11-30
3934	DEVLIN	ON	48.52	-93.75	1978-12-01	1992-06-30
3935	DEVLIN BELLAMY	ON	48.63	-93.67	1978-12-01	1992-12-31
3936	EMO	ON	48.63	-93.8	1922-04-22	1968-06-30
3937	EMO 2	ON	48.75	-93.88	1957-05-01	1968-06-30
3942	KAWENE	ON	48.73	-91.2	1935-09-01	1951-01-31
3952	DRYDEN	ON	49.78	-92.83	1914-01-01	1997-09-30
3953	DRYDEN A	ON	49.83	-92.75	1970-01-01	2005-01-19
3954	DRYDEN FORESTRY	ON	49.82	-92.85	1960-05-01	1968-07-31
3956	IGNACE	ON	49.42	-91.65	1889-06-14	1971-01-31
3957	IGNACE TCPL 58	ON	49.48	-92.0	1969-12-01	1993-05-31
3963	MARTIN	ON	49.25	-91.13	1957-10-01	1962-04-30
3964	MARTIN TCPL 60	ON	49.28	-91.23	1969-12-01	1984-04-30
3965	MINAKI	ON	49.98	-94.67	1930-05-12	1967-04-30
3980	ABITIBI CAMP 11	ON	48.93	-89.35	1978-06-01	1983-12-31
3981	ABITIBI CAMP 11	ON	48.85	-89.12	1983-11-01	1988-04-30
3987	ARMSTRONG (AUT)	ON	50.29	-88.91	1953-01-01	2023-03-08
3988	ARMSTRONG JELLIEN	ON	50.25	-89.1	1987-12-01	1992-10-31
4010	HERON BAY SOUTH	ON	48.98	-85.82	1954-05-25	1954-06-30
4014	KASHABOWIE	ON	48.6	-90.6	1956-10-01	1958-02-19
4016	KILLALA LAKE	ON	49.15	-86.47	1945-05-21	1954-09-20
4018	LAKEHEAD UNIVERSITY	ON	48.43	-89.27	1968-12-01	2002-05-31
4024	MANITOU FALLS	ON	49.2	-86.1	1948-06-01	1955-07-31
4025	MANITOUWADGE	ON	49.15	-85.8	1956-02-01	1995-10-31
4029	NAKINA A	ON	50.18	-86.7	1953-01-01	1967-11-14
4030	NAKINA FORESTRY	ON	50.18	-86.7	1929-06-15	1959-05-31
4038	PINE PORTAGE	ON	49.3	-88.32	1950-06-01	1968-05-31
4040	PORT ARTHUR CKPR	ON	48.42	-89.27	1959-08-01	1963-06-30
4053	SUMMIT CONTROL DAM	ON	50.63	-88.2	1950-06-07	1959-04-30
4055	THUNDER BAY A	ON	48.37	-89.33	1953-01-01	2004-12-05
4056	TROUT LAKE	ON	48.62	-89.37	1980-08-01	1981-08-31
4075	HIGH FALLS	ON	47.92	-84.72	1976-11-01	1989-08-31
4084	MONTREAL FALLS	ON	47.25	-84.4	1932-01-21	1955-12-31
4085	MONTREAL FALLS	ON	47.27	-84.43	1976-11-01	1999-10-31
4087	PESHU LAKE	ON	46.62	-83.17	1950-05-12	1955-08-31
4097	SEARCHMONT	ON	46.75	-84.08	1915-08-01	1975-03-31
4109	CHAPLEAU	ON	47.83	-83.43	1965-11-01	1976-03-31
4110	CHAPLEAU 2	ON	47.83	-83.43	1886-09-01	1966-10-31
4111	CHAPLEAU A	ON	47.82	-83.35	1994-01-01	2015-03-12
4116	GARSON	ON	46.57	-80.87	1962-06-01	1965-02-28
4133	SUDBURY MOE	ON	46.47	-81.03	1977-10-01	1979-05-31
4134	SUDBURY SCIENCE NORTH	ON	46.47	-81.0	1986-05-01	1996-10-31
4143	CONNAUGHT	ON	48.62	-80.92	1962-01-01	1981-11-30
4147	FORT ALBANY	ON	52.22	-81.67	1968-08-01	1993-06-30
4149	HAILEYBURY	ON	47.45	-79.63	1893-12-01	1977-11-30
4155	ISLAND FALLS	ON	49.58	-81.38	1955-03-01	1996-12-30
4156	KAPUSKASING CDA	ON	49.4	-82.43	1918-01-01	2001-12-31
4157	KAPUSKASING A	ON	49.41	-82.47	1953-01-01	2014-09-03
4158	KIDD CREEK MINE	ON	48.68	-81.37	1968-05-13	1979-09-30
4170	NEW LISKEARD	ON	47.5	-79.67	1923-10-01	1984-05-31
4174	PORCUPINE ONT HYDRO	ON	48.47	-81.27	1969-07-13	2001-11-30
4175	PORQUIS JUNCTION A	ON	48.73	-80.8	1938-10-01	1955-03-31
4177	SANDY FALLS	ON	48.52	-81.43	1950-09-14	1964-06-30
4185	CACHE BAY	ON	46.38	-80.02	1981-05-01	1985-03-31
4187	ALGONQUIN PARK	ON	45.58	-78.55	1917-07-01	1960-08-31
4188	ALGONQUIN PARK EAST	ON	45.53	-78.27	1961-05-15	1972-11-30
4189	ALGONQUIN PARK WEST	ON	45.33	-78.85	1961-05-15	1972-11-21
4196	LAKE OPEONGO	ON	45.63	-78.37	1962-05-19	1989-08-31
4197	LAKE TRAVERSE	ON	45.95	-78.07	1965-07-01	1987-01-31
4202	NORTH BAY OWRC	ON	46.3	-79.47	1960-11-01	1971-04-30
4203	RED CEDAR LAKE DAM	ON	46.68	-80.02	1950-06-01	1954-09-30
4217	PERTH	ON	44.92	-76.28	1986-06-01	1987-06-30
4218	PERTH	ON	44.88	-76.2	1989-05-01	1989-11-30
4219	ALFRED	ON	45.55	-74.88	1984-09-01	1986-03-31
4220	ALFRED AUTOMATIC CLIMATE STATION	ON	45.55	-74.88	1989-01-01	1989-10-31
4229	AVONMORE	ON	45.17	-74.97	1976-05-01	2006-06-30
4231	BARRETT CHUTE	ON	45.25	-76.77	1950-05-15	1968-10-31
4237	CALABOGIE	ON	45.25	-76.73	1950-01-01	1956-03-31
4241	CARP	ON	45.3	-75.98	1960-05-01	1975-03-31
4269	DES JOACHIMS	ON	46.18	-77.7	1950-05-17	1977-11-30
4277	GANANOQUE	ON	44.32	-76.2	1969-06-17	1969-08-31
4278	GLENBURNIE	ON	44.33	-76.5	1972-05-17	1999-01-31
4279	GLEN GORDON	ON	45.17	-74.53	1967-12-01	1999-09-30
4286	HARROWSMITH BRACKEN	ON	44.38	-76.7	1978-05-01	1983-02-28
4287	HARTINGTON IHD	ON	44.43	-76.69	1967-12-15	2023-01-31
4290	KILLALOE STATION	ON	45.48	-77.5	1982-09-01	1984-04-30
4292	KILLALOE OGRADY	ON	45.5	-77.48	1977-12-01	1979-08-31
4293	KILLALOE	ON	45.57	-77.42	1953-01-01	1972-12-06
4306	LEONARD	ON	45.38	-75.32	1960-08-01	1962-08-31
4307	LYN	ON	44.58	-75.78	1960-04-01	1969-05-31
4308	LYNDHURST SHAWMERE	ON	44.52	-76.08	1976-07-14	2021-11-17
4311	MALLORYTOWN GRAHAM LAKE	ON	44.57	-75.88	1961-07-21	1989-06-30
4312	MALLORYTOWN LANDING	ON	44.45	-75.87	1977-12-07	1991-09-30
4321	MOUNT ST PATRICK	ON	45.33	-76.88	1965-06-01	1967-12-30
4350	PERCH LAKE MAIN IHD	ON	46.07	-77.63	1967-06-23	1967-08-31
4351	PERTH ONTARIO HYDRO	ON	44.92	-76.27	1982-07-01	1983-02-28
4352	PETAWAWA A	ON	45.95	-77.32	1970-01-01	2008-07-24
4353	PETAWAWA NAT FORESTRY	ON	45.98	-77.43	1931-05-22	1999-03-31
4364	RIDEAU CANAL BOBS LAKE	ON	44.73	-76.6	1954-01-01	1961-12-28
4365	RIDEAU C BURRITS RAPIDS	ON	44.98	-75.8	1954-01-01	1969-05-31
4366	RIDEAU CANAL JONES FALLS	ON	44.55	-76.23	1954-01-01	1969-05-31
4367	RIDEAU CANAL KILMARNOCK	ON	44.88	-75.93	1954-01-01	1969-05-31
4368	RIDEAU CANAL LONG ISLAND	ON	45.25	-75.7	1954-01-01	1969-05-31
