postalcode	closest_stationid	eff_from_dt	eff_to_dt
A1B3P5	6658	2004-11-28	2016-11-29
A1B3P5	10113	2016-11-30	2023-03-08
A1B3P6	6556	1953-01-01	1955-06-30
A1B3P6	6559	1955-07-01	1955-09-30
A1B3P6	6602	1955-10-01	1960-05-31
A1B3P6	6559	1960-06-01	1961-06-30
A1B3P6	6730	1961-07-01	1969-11-30
A1B3P6	6672	1969-12-01	2004-11-27
A1B3P6	6658	2004-11-28	2016-11-29
A1B3P6	10113	2016-11-30	2023-03-08
A1B3P7	6556	1953-01-01	1955-06-30
A1B3P7	6559	1955-07-01	1955-09-30
A1B3P7	6602	1955-10-01	1960-05-31
A1B3P7	6559	1960-06-01	1961-06-30
A1B3P7	6730	1961-07-01	1969-11-30
A1B3P7	6672	1969-12-01	2004-11-27
A1B3P7	6658	2004-11-28	2016-11-29
A1B3P7	10113	2016-11-30	2023-03-08
A1B3P8	6556	1953-01-01	1955-06-30
A1B3P8	6559	1955-07-01	1955-09-30
A1B3P8	6602	1955-10-01	1960-05-31
A1B3P8	6559	1960-06-01	1961-06-30
A1B3P8	6730	1961-07-01	1969-11-30
A1B3P8	6672	1969-12-01	1970-11-22
A1B3P8	6681	1970-11-23	1975-08-31
A1B3P8	6672	1975-09-01	2004-11-27
A1B3P8	6658	2004-11-28	2016-11-29
A1B3P8	10113	2016-11-30	2023-03-08
A1B3P9	6556	1953-01-01	1955-06-30
A1B3P9	6559	1955-07-01	1955-09-30
A1B3P9	6602	1955-10-01	1960-05-31
A1B3P9	6559	1960-06-01	1961-06-30
A1B3P9	6730	1961-07-01	1969-11-30
A1B3P9	6672	1969-12-01	1970-11-22
A1B3P9	6681	1970-11-23	1975-08-31
A1B3P9	6672	1975-09-01	2004-11-27
A1B3P9	6658	2004-11-28	2016-11-29
A1B3P9	10113	2016-11-30	2023-03-08
A1B3R0	6556	1953-01-01	1955-06-30
A1B3R0	6559	1955-07-01	1955-09-30
A1B3R0	6602	1955-10-01	1960-05-31
A1B3R0	6559	1960-06-01	1961-06-30
A1B3R0	6730	1961-07-01	1969-11-30
A1B3R0	6672	1969-12-01	2004-11-27
A1B3R0	6658	2004-11-28	2016-11-29
A1B3R0	10113	2016-11-30	2023-03-08
A1B3R1	6556	1953-01-01	1955-06-30
A1B3R1	6559	1955-07-01	1955-09-30
A1B3R1	6602	1955-10-01	1960-05-31
A1B3R1	6559	1960-06-01	1961-06-30
A1B3R1	6730	1961-07-01	1969-11-30
A1B3R1	6672	1969-12-01	1970-11-22
A1B3R1	6681	1970-11-23	1975-08-31
A1B3R1	6672	1975-09-01	2004-11-27
A1B3R1	6658	2004-11-28	2016-11-29
A1B3R1	10113	2016-11-30	2023-03-08
A1B3R2	6556	1953-01-01	1955-06-30
A1B3R2	6559	1955-07-01	1955-09-30
A1B3R2	6602	1955-10-01	1960-05-31
A1B3R2	6559	1960-06-01	1961-06-30
A1B3R2	6730	1961-07-01	1969-11-30
A1B3R2	6672	1969-12-01	1970-11-22
A1B3R2	6681	1970-11-23	1975-08-31
A1B3R2	6672	1975-09-01	2004-11-27
A1B3R2	6658	2004-11-28	2016-11-29
A1B3R2	10113	2016-11-30	2023-03-08
A1B3R3	6556	1953-01-01	1955-06-30
A1B3R3	6559	1955-07-01	1955-09-30
A1B3R3	6602	1955-10-01	1960-05-31
A1B3R3	6559	1960-06-01	1961-06-30
A1B3R3	6730	1961-07-01	1969-11-30
A1B3R3	6672	1969-12-01	2004-11-27
A1B3R3	6658	2004-11-28	2016-11-29
A1B3R3	10113	2016-11-30	2023-03-08
A1B3R4	6556	1953-01-01	1955-06-30
A1B3R4	6559	1955-07-01	1955-09-30
A1B3R4	6602	1955-10-01	1960-05-31
A1B3R4	6559	1960-06-01	1961-06-30
A1B3R4	6730	1961-07-01	1969-11-30
A1B3R4	6672	1969-12-01	2004-11-27
A1B3R4	6658	2004-11-28	2016-11-29
A1B3R4	10113	2016-11-30	2023-03-08
A1B3R5	6556	1953-01-01	1955-06-30
A1B3R5	6559	1955-07-01	1955-09-30
A1B3R5	6602	1955-10-01	1960-05-31
A1B3R5	6559	1960-06-01	1961-06-30
A1B3R5	6730	1961-07-01	1969-11-30
A1B3R5	6672	1969-12-01	2004-11-27
A1B3R5	6658	2004-11-28	2016-11-29
A1B3R5	10113	2016-11-30	2023-03-08
A1B3R6	6556	1953-01-01	1955-06-30
A1B3R6	6559	1955-07-01	1955-09-30
A1B3R6	6602	1955-10-01	1960-05-31
A1B3R6	6559	1960-06-01	1961-06-30
A1B3R6	6730	1961-07-01	1969-11-30
A1B3R6	6672	1969-12-01	2004-11-27
A1B3R6	6658	2004-11-28	2016-11-29
A1B3R6	10113	2016-11-30	2023-03-08
A1B3R7	6556	1953-01-01	1955-06-30
A1B3R7	6559	1955-07-01	1955-09-30
A1B3R7	6602	1955-10-01	1960-05-31
A1B3R7	6559	1960-06-01	1961-06-30
A1B3R7	6730	1961-07-01	1969-11-30
A1B3R7	6672	1969-12-01	2004-11-27
A1B3R7	6658	2004-11-28	2016-11-29
A1B3R7	10113	2016-11-30	2023-03-08
A1B3R8	6556	1953-01-01	1955-06-30
A1B3R8	6559	1955-07-01	1955-09-30
A1B3R8	6602	1955-10-01	1960-05-31
A1B3R8	6559	1960-06-01	1961-06-30
A1B3R8	6730	1961-07-01	1969-11-30
A1B3R8	6672	1969-12-01	2004-11-27
A1B3R8	6658	2004-11-28	2016-11-29
A1B3R8	10113	2016-11-30	2023-03-08
A1B3R9	6556	1953-01-01	1955-06-30
A1B3R9	6559	1955-07-01	1955-09-30
A1B3R9	6602	1955-10-01	1960-05-31
A1B3R9	6559	1960-06-01	1961-06-30
A1B3R9	6730	1961-07-01	1969-11-30
A1B3R9	6672	1969-12-01	1970-11-22
A1B3R9	6681	1970-11-23	1975-08-31
A1B3R9	6672	1975-09-01	2004-11-27
A1B3R9	6658	2004-11-28	2016-11-29
A1B3R9	10113	2016-11-30	2023-03-08
A1B3S1	6556	1953-01-01	1955-06-30
A1B3S1	6559	1955-07-01	1955-09-30
A1B3S1	6602	1955-10-01	1960-05-31
A1B3S1	6559	1960-06-01	1961-06-30
A1B3S1	6730	1961-07-01	1969-11-30
A1B3S1	6672	1969-12-01	2004-11-27
A1B3S1	6658	2004-11-28	2016-11-29
A1B3S1	10113	2016-11-30	2023-03-08
A1B3S2	6556	1953-01-01	1955-06-30
A1B3S2	6559	1955-07-01	1955-09-30
A1B3S2	6602	1955-10-01	1960-05-31
A1B3S2	6559	1960-06-01	1961-06-30
A1B3S2	6730	1961-07-01	1969-11-30
A1B3S2	6672	1969-12-01	2004-11-27
A1B3S2	6658	2004-11-28	2016-11-29
A1B3S2	10113	2016-11-30	2023-03-08
A1B3S3	6556	1953-01-01	1955-06-30
A1B3S3	6559	1955-07-01	1955-09-30
A1B3S3	6602	1955-10-01	1960-05-31
A1B3S3	6559	1960-06-01	1961-06-30
A1B3S3	6730	1961-07-01	1969-11-30
A1B3S3	6672	1969-12-01	2004-11-27
A1B3S3	6658	2004-11-28	2016-11-29
A1B3S3	10113	2016-11-30	2023-03-08
A1B3S4	6556	1953-01-01	1955-06-30
A1B3S4	6559	1955-07-01	1955-09-30
A1B3S4	6602	1955-10-01	1960-05-31
A1B3S4	6559	1960-06-01	1961-06-30
A1B3S4	6730	1961-07-01	1969-11-30
A1B3S4	6672	1969-12-01	2004-11-27
A1B3S4	6658	2004-11-28	2016-11-29
A1B3S4	10113	2016-11-30	2023-03-08
A1B3S5	6556	1953-01-01	1955-06-30
A1B3S5	6559	1955-07-01	1955-09-30
A1B3S5	6602	1955-10-01	1960-05-31
A1B3S5	6559	1960-06-01	1961-06-30
A1B3S5	6730	1961-07-01	1969-11-30
A1B3S5	6672	1969-12-01	2004-11-27
A1B3S5	6658	2004-11-28	2016-11-29
A1B3S5	10113	2016-11-30	2023-03-08
A1B3S6	6556	1953-01-01	1955-06-30
A1B3S6	6559	1955-07-01	1955-09-30
A1B3S6	6602	1955-10-01	1960-05-31
A1B3S6	6559	1960-06-01	1961-06-30
A1B3S6	6730	1961-07-01	1969-11-30
A1B3S6	6672	1969-12-01	2004-11-27
A1B3S6	6658	2004-11-28	2016-11-29
A1B3S6	10113	2016-11-30	2023-03-08
A1B3S7	6556	1953-01-01	1955-06-30
A1B3S7	6559	1955-07-01	1955-09-30
A1B3S7	6602	1955-10-01	1960-05-31
A1B3S7	6559	1960-06-01	1961-06-30
A1B3S7	6730	1961-07-01	1969-11-30
A1B3S7	6672	1969-12-01	2004-11-27
A1B3S7	6658	2004-11-28	2016-11-29
A1B3S7	10113	2016-11-30	2023-03-08
A1B3S8	6556	1953-01-01	1955-06-30
A1B3S8	6559	1955-07-01	1955-09-30
A1B3S8	6602	1955-10-01	1960-05-31
A1B3S8	6559	1960-06-01	1961-06-30
A1B3S8	6730	1961-07-01	1969-11-30
A1B3S8	6672	1969-12-01	1970-11-22
A1B3S8	6681	1970-11-23	1975-08-31
A1B3S8	6672	1975-09-01	2004-11-27
A1B3S8	6658	2004-11-28	2016-11-29
A1B3S8	10113	2016-11-30	2023-03-08
A1B3S9	6556	1953-01-01	1955-06-30
A1B3S9	6559	1955-07-01	1955-09-30
A1B3S9	6602	1955-10-01	1960-05-31
A1B3S9	6559	1960-06-01	1961-06-30
A1B3S9	6730	1961-07-01	1969-11-30
A1B3S9	6672	1969-12-01	2004-11-27
A1B3S9	6658	2004-11-28	2016-11-29
A1B3S9	10113	2016-11-30	2023-03-08
A1B3T1	6556	1953-01-01	1955-06-30
A1B3T1	6559	1955-07-01	1955-09-30
A1B3T1	6602	1955-10-01	1960-05-31
A1B3T1	6559	1960-06-01	1961-06-30
A1B3T1	6730	1961-07-01	1969-11-30
A1B3T1	6672	1969-12-01	2004-11-27
A1B3T1	6658	2004-11-28	2016-11-29
A1B3T1	10113	2016-11-30	2023-03-08
A1B3T2	6556	1953-01-01	1955-06-30
A1B3T2	6559	1955-07-01	1955-09-30
A1B3T2	6602	1955-10-01	1960-05-31
A1B3T2	6559	1960-06-01	1961-06-30
A1B3T2	6730	1961-07-01	1969-11-30
A1B3T2	6672	1969-12-01	2004-11-27
A1B3T2	6658	2004-11-28	2016-11-29
A1B3T2	10113	2016-11-30	2023-03-08
A1B3T3	6556	1953-01-01	1955-06-30
A1B3T3	6559	1955-07-01	1955-09-30
A1B3T3	6602	1955-10-01	1960-05-31
A1B3T3	6559	1960-06-01	1961-06-30
A1B3T3	6730	1961-07-01	1969-11-30
A1B3T3	6672	1969-12-01	1970-11-22
A1B3T3	6681	1970-11-23	1975-08-31
A1B3T3	6672	1975-09-01	2004-11-27
A1B3T3	6658	2004-11-28	2016-11-29
A1B3T3	10113	2016-11-30	2023-03-08
A1B3T4	6556	1953-01-01	1955-06-30
A1B3T4	6559	1955-07-01	1955-09-30
A1B3T4	6602	1955-10-01	1960-05-31
A1B3T4	6559	1960-06-01	1961-06-30
A1B3T4	6730	1961-07-01	1969-11-30
A1B3T4	6672	1969-12-01	1970-11-22
A1B3T4	6681	1970-11-23	1975-08-31
A1B3T4	6672	1975-09-01	2004-11-27
A1B3T4	6658	2004-11-28	2016-11-29
A1B3T4	10113	2016-11-30	2023-03-08
A1B3T5	6556	1953-01-01	1955-06-30
A1B3T5	6559	1955-07-01	1955-09-30
A1B3T5	6602	1955-10-01	1960-05-31
A1B3T5	6559	1960-06-01	1961-06-30
A1B3T5	6730	1961-07-01	1969-11-30
A1B3T5	6672	1969-12-01	2004-11-27
A1B3T5	6658	2004-11-28	2016-11-29
A1B3T5	10113	2016-11-30	2023-03-08
A1B3T6	6556	1953-01-01	1955-06-30
A1B3T6	6559	1955-07-01	1955-09-30
A1B3T6	6602	1955-10-01	1960-05-31
A1B3T6	6559	1960-06-01	1961-06-30
A1B3T6	6730	1961-07-01	1969-11-30
A1B3T6	6672	1969-12-01	2004-11-27
A1B3T6	6658	2004-11-28	2016-11-29
A1B3T6	10113	2016-11-30	2023-03-08
A1B3T7	6556	1953-01-01	1955-06-30
A1B3T7	6559	1955-07-01	1955-09-30
A1B3T7	6602	1955-10-01	1960-05-31
A1B3T7	6559	1960-06-01	1961-06-30
A1B3T7	6730	1961-07-01	1969-11-30
A1B3T7	6672	1969-12-01	2004-11-27
A1B3T7	6658	2004-11-28	2016-11-29
A1B3T7	10113	2016-11-30	2023-03-08
A1B3T8	6556	1953-01-01	1955-06-30
A1B3T8	6559	1955-07-01	1955-09-30
A1B3T8	6602	1955-10-01	1960-05-31
A1B3T8	6559	1960-06-01	1961-06-30
A1B3T8	6730	1961-07-01	1969-11-30
A1B3T8	6672	1969-12-01	2004-11-27
A1B3T8	6658	2004-11-28	2016-11-29
A1B3T8	10113	2016-11-30	2023-03-08
A1B3T9	6556	1953-01-01	1955-06-30
A1B3T9	6559	1955-07-01	1955-09-30
A1B3T9	6602	1955-10-01	1960-05-31
A1B3T9	6559	1960-06-01	1961-06-30
A1B3T9	6730	1961-07-01	1969-11-30
A1B3T9	6672	1969-12-01	2004-11-27
A1B3T9	6658	2004-11-28	2016-11-29
A1B3T9	10113	2016-11-30	2023-03-08
A1B3V1	6556	1953-01-01	1955-06-30
A1B3V1	6559	1955-07-01	1955-09-30
A1B3V1	6602	1955-10-01	1960-05-31
A1B3V1	6559	1960-06-01	1961-06-30
A1B3V1	6730	1961-07-01	1969-11-30
A1B3V1	6672	1969-12-01	2004-11-27
A1B3V1	6658	2004-11-28	2016-11-29
A1B3V1	10113	2016-11-30	2023-03-08
A1B3V2	6556	1953-01-01	1955-06-30
A1B3V2	6559	1955-07-01	1955-09-30
A1B3V2	6602	1955-10-01	1960-05-31
A1B3V2	6559	1960-06-01	1961-06-30
A1B3V2	6730	1961-07-01	1969-11-30
A1B3V2	6672	1969-12-01	2004-11-27
A1B3V2	6658	2004-11-28	2016-11-29
A1B3V2	10113	2016-11-30	2023-03-08
A1B3V3	6556	1953-01-01	1955-06-30
A1B3V3	6559	1955-07-01	1955-09-30
A1B3V3	6602	1955-10-01	1960-05-31
A1B3V3	6559	1960-06-01	1961-06-30
A1B3V3	6730	1961-07-01	1969-11-30
A1B3V3	6672	1969-12-01	2004-11-27
A1B3V3	6658	2004-11-28	2016-11-29
A1B3V3	10113	2016-11-30	2023-03-08
A1B3V4	6556	1953-01-01	1955-06-30
A1B3V4	6559	1955-07-01	1955-09-30
A1B3V4	6602	1955-10-01	1960-05-31
A1B3V4	6559	1960-06-01	1961-06-30
A1B3V4	6730	1961-07-01	1969-11-30
A1B3V4	6672	1969-12-01	2004-11-27
A1B3V4	6658	2004-11-28	2016-11-29
A1B3V4	10113	2016-11-30	2023-03-08
A1B3V5	6556	1953-01-01	1955-06-30
A1B3V5	6559	1955-07-01	1955-09-30
A1B3V5	6602	1955-10-01	1960-05-31
A1B3V5	6559	1960-06-01	1961-06-30
A1B3V5	6730	1961-07-01	1969-11-30
A1B3V5	6672	1969-12-01	2004-11-27
A1B3V5	6658	2004-11-28	2016-11-29
A1B3V5	10113	2016-11-30	2023-03-08
A1B3V6	6556	1953-01-01	1955-06-30
A1B3V6	6559	1955-07-01	1955-09-30
A1B3V6	6602	1955-10-01	1960-05-31
A1B3V6	6559	1960-06-01	1961-06-30
A1B3V6	6730	1961-07-01	1969-11-30
A1B3V6	6672	1969-12-01	2004-11-27
A1B3V6	6658	2004-11-28	2016-11-29
A1B3V6	10113	2016-11-30	2023-03-08
A1B3V7	6556	1953-01-01	1955-06-30
A1B3V7	6559	1955-07-01	1955-09-30
A1B3V7	6602	1955-10-01	1960-05-31
A1B3V7	6559	1960-06-01	1961-06-30
A1B3V7	6730	1961-07-01	1969-11-30
A1B3V7	6672	1969-12-01	1970-11-22
A1B3V7	6681	1970-11-23	1975-08-31
A1B3V7	6672	1975-09-01	2004-11-27
A1B3V7	6658	2004-11-28	2016-11-29
A1B3V7	10113	2016-11-30	2023-03-08
A1B3V8	6556	1953-01-01	1955-06-30
A1B3V8	6559	1955-07-01	1955-09-30
A1B3V8	6602	1955-10-01	1960-05-31
A1B3V8	6559	1960-06-01	1961-06-30
A1B3V8	6730	1961-07-01	1969-11-30
A1B3V8	6672	1969-12-01	1970-11-22
A1B3V8	6681	1970-11-23	1975-08-31
A1B3V8	6672	1975-09-01	2004-11-27
A1B3V8	6658	2004-11-28	2016-11-29
A1B3V8	10113	2016-11-30	2023-03-08
A1B3V9	6556	1953-01-01	1955-06-30
A1B3V9	6559	1955-07-01	1955-09-30
A1B3V9	6602	1955-10-01	1960-05-31
A1B3V9	6559	1960-06-01	1961-06-30
A1B3V9	6730	1961-07-01	1969-11-30
A1B3V9	6672	1969-12-01	2004-11-27
A1B3V9	6658	2004-11-28	2016-11-29
A1B3V9	10113	2016-11-30	2023-03-08
A1B3W1	6556	1953-01-01	1955-06-30
A1B3W1	6559	1955-07-01	1955-09-30
A1B3W1	6602	1955-10-01	1960-05-31
A1B3W1	6559	1960-06-01	1961-06-30
A1B3W1	6730	1961-07-01	1969-11-30
A1B3W1	6672	1969-12-01	2004-11-27
A1B3W1	6658	2004-11-28	2016-11-29
A1B3W1	10113	2016-11-30	2023-03-08
A1B3W2	6556	1953-01-01	1955-06-30
A1B3W2	6559	1955-07-01	1955-09-30
A1B3W2	6602	1955-10-01	1960-05-31
A1B3W2	6559	1960-06-01	1961-06-30
A1B3W2	6730	1961-07-01	1969-11-30
A1B3W2	6672	1969-12-01	2004-11-27
A1B3W2	6658	2004-11-28	2016-11-29
A1B3W2	10113	2016-11-30	2023-03-08
A1B3W3	6556	1953-01-01	1955-06-30
A1B3W3	6559	1955-07-01	1955-09-30
A1B3W3	6602	1955-10-01	1960-05-31
A1B3W3	6559	1960-06-01	1961-06-30
A1B3W3	6730	1961-07-01	1969-11-30
A1B3W3	6672	1969-12-01	2004-11-27
A1B3W3	6658	2004-11-28	2016-11-29
A1B3W3	10113	2016-11-30	2023-03-08
A1B3W4	6556	1953-01-01	1955-06-30
A1B3W4	6559	1955-07-01	1955-09-30
A1B3W4	6602	1955-10-01	1960-05-31
A1B3W4	6559	1960-06-01	1961-06-30
A1B3W4	6730	1961-07-01	1969-11-30
A1B3W4	6672	1969-12-01	2004-11-27
A1B3W4	6658	2004-11-28	2016-11-29
A1B3W4	10113	2016-11-30	2023-03-08
A1B3W5	6556	1953-01-01	1955-06-30
A1B3W5	6559	1955-07-01	1955-09-30
A1B3W5	6602	1955-10-01	1960-05-31
A1B3W5	6559	1960-06-01	1961-06-30
A1B3W5	6730	1961-07-01	1969-11-30
A1B3W5	6672	1969-12-01	2004-11-27
A1B3W5	6658	2004-11-28	2016-11-29
A1B3W5	10113	2016-11-30	2023-03-08
A1B3W6	6556	1953-01-01	1955-06-30
A1B3W6	6559	1955-07-01	1955-09-30
A1B3W6	6602	1955-10-01	1960-05-31
A1B3W6	6559	1960-06-01	1961-06-30
A1B3W6	6730	1961-07-01	1969-11-30
A1B3W6	6672	1969-12-01	2004-11-27
A1B3W6	6658	2004-11-28	2016-11-29
A1B3W6	10113	2016-11-30	2023-03-08
A1B3W7	6556	1953-01-01	1955-06-30
A1B3W7	6559	1955-07-01	1955-09-30
A1B3W7	6602	1955-10-01	1960-05-31
A1B3W7	6559	1960-06-01	1961-06-30
A1B3W7	6730	1961-07-01	1969-11-30
A1B3W7	6672	1969-12-01	2004-11-27
A1B3W7	6658	2004-11-28	2016-11-29
A1B3W7	10113	2016-11-30	2023-03-08
A1B3W8	6556	1953-01-01	1955-06-30
A1B3W8	6559	1955-07-01	1955-09-30
A1B3W8	6602	1955-10-01	1960-05-31
A1B3W8	6559	1960-06-01	1961-06-30
A1B3W8	6730	1961-07-01	1969-11-30
A1B3W8	6672	1969-12-01	1970-11-22
A1B3W8	6681	1970-11-23	1975-08-31
A1B3W8	6672	1975-09-01	2004-11-27
A1B3W8	6658	2004-11-28	2016-11-29
A1B3W8	10113	2016-11-30	2023-03-08
A1B3W9	6556	1953-01-01	1955-06-30
A1B3W9	6559	1955-07-01	1955-09-30
A1B3W9	6602	1955-10-01	1960-05-31
A1B3W9	6559	1960-06-01	1961-06-30
A1B3W9	6730	1961-07-01	1969-11-30
A1B3W9	6672	1969-12-01	2004-11-27
A1B3W9	6658	2004-11-28	2016-11-29
A1B3W9	10113	2016-11-30	2023-03-08
A1B3X1	6556	1953-01-01	1955-06-30
A1B3X1	6559	1955-07-01	1955-09-30
A1B3X1	6602	1955-10-01	1960-05-31
A1B3X1	6559	1960-06-01	1961-06-30
A1B3X1	6730	1961-07-01	1969-11-30
A1B3X1	6672	1969-12-01	2004-11-27
A1B3X1	6658	2004-11-28	2016-11-29
A1B3X1	10113	2016-11-30	2023-03-08
A1B3X2	6556	1953-01-01	1955-06-30
A1B3X2	6559	1955-07-01	1955-09-30
A1B3X2	6602	1955-10-01	1960-05-31
A1B3X2	6559	1960-06-01	1961-06-30
A1B3X2	6730	1961-07-01	1969-11-30
A1B3X2	6672	1969-12-01	1970-11-22
A1B3X2	6681	1970-11-23	1975-08-31
A1B3X2	6672	1975-09-01	2004-11-27
A1B3X2	6658	2004-11-28	2016-11-29
A1B3X2	10113	2016-11-30	2023-03-08
A1B3X3	6556	1953-01-01	1955-06-30
A1B3X3	6559	1955-07-01	1955-09-30
A1B3X3	6602	1955-10-01	1960-05-31
A1B3X3	6559	1960-06-01	1961-06-30
A1B3X3	6730	1961-07-01	1969-11-30
A1B3X3	6672	1969-12-01	1970-11-22
A1B3X3	6681	1970-11-23	1975-08-31
A1B3X3	6672	1975-09-01	2004-11-27
A1B3X3	6658	2004-11-28	2016-11-29
A1B3X3	10113	2016-11-30	2023-03-08
A1B3X4	6556	1953-01-01	1955-06-30
A1B3X4	6559	1955-07-01	1955-09-30
A1B3X4	6602	1955-10-01	1960-05-31
A1B3X4	6559	1960-06-01	1961-06-30
A1B3X4	6730	1961-07-01	1969-11-30
A1B3X4	6672	1969-12-01	1970-11-22
A1B3X4	6681	1970-11-23	1975-08-31
A1B3X4	6672	1975-09-01	2004-11-27
A1B3X4	6658	2004-11-28	2016-11-29
A1B3X4	10113	2016-11-30	2023-03-08
A1B3X5	6556	1953-01-01	1955-06-30
A1B3X5	6559	1955-07-01	1955-09-30
A1B3X5	6602	1955-10-01	1960-05-31
A1B3X5	6559	1960-06-01	1961-06-30
A1B3X5	6730	1961-07-01	1969-11-30
A1B3X5	6672	1969-12-01	2004-11-27
A1B3X5	6658	2004-11-28	2016-11-29
A1B3X5	10113	2016-11-30	2023-03-08
A1B3X6	6556	1953-01-01	1955-06-30
A1B3X6	6559	1955-07-01	1955-09-30
A1B3X6	6602	1955-10-01	1960-05-31
A1B3X6	6559	1960-06-01	1961-06-30
A1B3X6	6730	1961-07-01	1969-11-30
A1B3X6	6672	1969-12-01	2004-11-27
A1B3X6	6658	2004-11-28	2016-11-29
A1B3X6	10113	2016-11-30	2023-03-08
A1B3X7	6556	1953-01-01	1955-06-30
A1B3X7	6559	1955-07-01	1955-09-30
A1B3X7	6602	1955-10-01	1960-05-31
A1B3X7	6559	1960-06-01	1961-06-30
A1B3X7	6730	1961-07-01	1969-11-30
A1B3X7	6672	1969-12-01	2004-11-27
A1B3X7	6658	2004-11-28	2016-11-29
A1B3X7	10113	2016-11-30	2023-03-08
A1B3X8	6556	1953-01-01	1955-06-30
A1B3X8	6559	1955-07-01	1955-09-30
A1B3X8	6602	1955-10-01	1960-05-31
A1B3X8	6559	1960-06-01	1961-06-30
A1B3X8	6730	1961-07-01	1969-11-30
A1B3X8	6672	1969-12-01	2004-11-27
A1B3X8	6658	2004-11-28	2016-11-29
A1B3X8	10113	2016-11-30	2023-03-08
A1B3X9	6556	1953-01-01	1955-06-30
A1B3X9	6559	1955-07-01	1955-09-30
A1B3X9	6602	1955-10-01	1960-05-31
A1B3X9	6559	1960-06-01	1961-06-30
A1B3X9	6730	1961-07-01	1969-11-30
A1B3X9	6672	1969-12-01	2004-11-27
A1B3X9	6658	2004-11-28	2016-11-29
A1B3X9	10113	2016-11-30	2023-03-08
A1B3Y1	6556	1953-01-01	1955-06-30
A1B3Y1	6559	1955-07-01	1955-09-30
A1B3Y1	6602	1955-10-01	1960-05-31
A1B3Y1	6559	1960-06-01	1961-06-30
A1B3Y1	6730	1961-07-01	1969-11-30
A1B3Y1	6672	1969-12-01	2004-11-27
A1B3Y1	6658	2004-11-28	2016-11-29
A1B3Y1	10113	2016-11-30	2023-03-08
A1B3Y2	6556	1953-01-01	1955-06-30
A1B3Y2	6559	1955-07-01	1955-09-30
A1B3Y2	6602	1955-10-01	1960-05-31
A1B3Y2	6559	1960-06-01	1961-06-30
A1B3Y2	6730	1961-07-01	1969-11-30
A1B3Y2	6672	1969-12-01	2004-11-27
A1B3Y2	6658	2004-11-28	2016-11-29
A1B3Y2	10113	2016-11-30	2023-03-08
A1B3Y3	6556	1953-01-01	1955-06-30
A1B3Y3	6559	1955-07-01	1955-09-30
A1B3Y3	6602	1955-10-01	1960-05-31
A1B3Y3	6559	1960-06-01	1961-06-30
A1B3Y3	6730	1961-07-01	1969-11-30
A1B3Y3	6672	1969-12-01	2004-11-27
A1B3Y3	6658	2004-11-28	2016-11-29
A1B3Y3	10113	2016-11-30	2023-03-08
A1B3Y4	6556	1953-01-01	1955-06-30
A1B3Y4	6559	1955-07-01	1955-09-30
A1B3Y4	6602	1955-10-01	1960-05-31
A1B3Y4	6559	1960-06-01	1961-06-30
A1B3Y4	6730	1961-07-01	1969-11-30
A1B3Y4	6672	1969-12-01	2004-11-27
A1B3Y4	6658	2004-11-28	2016-11-29
A1B3Y4	10113	2016-11-30	2023-03-08
A1B3Y5	6556	1953-01-01	1955-06-30
A1B3Y5	6559	1955-07-01	1955-09-30
A1B3Y5	6602	1955-10-01	1960-05-31
A1B3Y5	6559	1960-06-01	1961-06-30
A1B3Y5	6730	1961-07-01	1969-11-30
A1B3Y5	6672	1969-12-01	2004-11-27
A1B3Y5	6658	2004-11-28	2016-11-29
A1B3Y5	10113	2016-11-30	2023-03-08
A1B3Y6	6556	1953-01-01	1955-06-30
A1B3Y6	6559	1955-07-01	1955-09-30
A1B3Y6	6602	1955-10-01	1960-05-31
A1B3Y6	6559	1960-06-01	1961-06-30
A1B3Y6	6730	1961-07-01	1969-11-30
A1B3Y6	6672	1969-12-01	2004-11-27
A1B3Y6	6658	2004-11-28	2016-11-29
A1B3Y6	10113	2016-11-30	2023-03-08
A1B3Y7	6556	1953-01-01	1955-06-30
A1B3Y7	6559	1955-07-01	1955-09-30
A1B3Y7	6602	1955-10-01	1960-05-31
A1B3Y7	6559	1960-06-01	1961-06-30
A1B3Y7	6730	1961-07-01	1969-11-30
A1B3Y7	6672	1969-12-01	2004-11-27
A1B3Y7	6658	2004-11-28	2016-11-29
A1B3Y7	10113	2016-11-30	2023-03-08
A1B3Y8	6556	1953-01-01	1955-06-30
A1B3Y8	6559	1955-07-01	1955-09-30
A1B3Y8	6602	1955-10-01	1960-05-31
A1B3Y8	6559	1960-06-01	1961-06-30
A1B3Y8	6730	1961-07-01	1969-11-30
A1B3Y8	6672	1969-12-01	2004-11-27
A1B3Y8	6658	2004-11-28	2016-11-29
A1B3Y8	10113	2016-11-30	2023-03-08
A1B3Y9	6556	1953-01-01	1955-06-30
A1B3Y9	6559	1955-07-01	1955-09-30
A1B3Y9	6602	1955-10-01	1960-05-31
A1B3Y9	6559	1960-06-01	1961-06-30
A1B3Y9	6730	1961-07-01	1969-11-30
A1B3Y9	6672	1969-12-01	2004-11-27
A1B3Y9	6658	2004-11-28	2016-11-29
A1B3Y9	10113	2016-11-30	2023-03-08
A1B3Z1	6556	1953-01-01	1955-06-30
A1B3Z1	6559	1955-07-01	1955-09-30
A1B3Z1	6602	1955-10-01	1960-05-31
A1B3Z1	6559	1960-06-01	1961-06-30
